term_id,langs,country,term,type,code_lang,hl,gl,Collection_date,Result_number,Link,coding_completion_date,correctness_link,Site_type,Content_producer,recent_information,prop_recent_information,author_background,prop_author_background,major_scientific_errors,prop_major_scientific_errors,accuracy_scientific_content,prop_accuracy_scientific_content,high_scientific_lang,explanations_scientific_terms,Jargon_score,prop_Jargon_score,required_scientific_background,prop_required_scientific_background,sources_available,1_None,2_Others,3_Interaction_option,4_Graphs,5_multimedia,6_Hyper_links,7_Numerical_data,8_sources,9_references_literature,Quality_component_score,prop_Quality_component_score,Accessibility_component_score,prop_Accessibility_component_score,prop_Quality_mean,prop_Accessibility_mean,reject_or_reinforce_conspiracy_theory,prop_reject_or_reinforce_conspiracy_theory,malicious_meaning,prop_malicious_meaning,claims_contradict_accepted_scientific_explanations,prop_claims_contradict_accepted_scientific_explanations,specific_groups_presented_as_enemy,prop_specific_groups_presented_as_enemy,prop_Conspiratorial_mean,daily_reference,prop_daily_reference,local_examples,prop_local_examples,advantages_and_disadvantages_or_risks_and_benefits,prop_advantages_and_disadvantages_or_risks_and_benefits,prop_SSI_mean 
73-B,Taiwanese,"Taipei City,Taiwan",全球暖化騙局,Conspiracy Theories,tw,zh-TW,tw,28.7.2022,2,http://lnbook.wenqujingdian.com/Public/editor/attached/file/20180801/20180801224316_88596.pdf,31.8.2022,3,5,5,2,0.5,2,0.666666667,1,0.5,,,1,1,1,0.333333333,,,"4, 5, 7, 9",0,0,0,1,1,0,1,0,1,2,0.666666667,2,0.5,0.583333333,0.416666667,1,0.333333333,3,1,2,0.666666667,3,1,0.75,,,,,,,
73-B,Taiwanese,"Taipei City,Taiwan",全球暖化騙局,Conspiracy Theories,tw,zh-TW,tw,28.7.2022,3,https://zh.wikipedia.org/zh-tw/%E5%85%A8%E7%90%83%E6%9A%96%E5%8C%96%E5%A4%A7%E9%A8%99%E5%B1%80,31.8.2022,1,1,10,4,1,2,0.666666667,2,1,,,2,,3,1,,,"6, 8, 2009",0,0,0,0,0,1,0,1,1,2,0.666666667,1,0.25,0.833333333,0.625,2,0.666666667,3,1,3,1,3,1,0.916666667,,,,,,,
73-B,Taiwanese,"Taipei City,Taiwan",全球暖化騙局,Conspiracy Theories,tw,zh-TW,tw,28.7.2022,4,https://zh.m.wikipedia.org/zh-hant/%E5%85%A8%E7%90%83%E6%9A%96%E5%8C%96%E5%A4%A7%E9%A8%99%E5%B1%80,31.8.2022,1,1,10,4,1,2,0.666666667,2,1,,,2,,3,1,,,"6, 9",0,0,0,0,0,1,0,1,1,1,0.333333333,1,0.25,0.75,0.625,2,0.666666667,3,1,3,1,3,1,0.916666667,,,,,,,
73-B,Taiwanese,"Taipei City,Taiwan",全球暖化騙局,Conspiracy Theories,tw,zh-TW,tw,28.7.2022,5,https://www.epochweekly.com/b5/012/2875.htm,31.8.2022,3,5,11,2,0.5,2,0.666666667,2,1,,,2,,3,1,,,5,0,0,0,0,1,0,0,1,0,0,0,1,0.25,0.541666667,0.625,2,0.666666667,3,1,3,1,3,1,0.916666667,,,,,,,
73-B,Taiwanese,"Taipei City,Taiwan",全球暖化騙局,Conspiracy Theories,tw,zh-TW,tw,28.7.2022,6,https://www.youtube.com/watch?v=LazVcS9AC_8,31.8.2022,1,3,14,4,1,2,0.666666667,2,1,,,2,,3,1,,,"3, 4, 5, 8, 9",0,0,1,1,1,0,0,1,1,2,0.666666667,3,0.75,0.833333333,0.875,3,1,1,0.333333333,3,1,3,1,0.833333333,,,,,,,
73-B,Taiwanese,"Taipei City,Taiwan",全球暖化騙局,Conspiracy Theories,tw,zh-TW,tw,28.7.2022,8,https://www.youtube.com/watch?v=J-0Wc-h2-tg,31.8.2022,1,3,14,4,1,2,0.666666667,2,1,,,2,,3,1,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0.666666667,0.5,2,0.666666667,3,1,3,1,3,1,0.916666667,,,,,,,
73-B,Taiwanese,"Taipei City,Taiwan",全球暖化騙局,Conspiracy Theories,tw,zh-TW,tw,28.7.2022,9,https://www.youtube.com/watch?v=Qh-YwWF5e94,31.8.2022,3,3,11,3,0.75,2,0.666666667,2,1,,,2,,3,1,,,"3,9",0,0,1,0,0,0,0,1,1,1,0.333333333,1,0.25,0.6875,0.625,2,0.666666667,2,0.666666667,3,1,3,1,0.833333333,,,,,,,
73-B,Taiwanese,"Taipei City,Taiwan",全球暖化騙局,Conspiracy Theories,tw,zh-TW,tw,28.7.2022,10,https://www.zhihu.com/question/19595131,31.8.2022,1,2,15,4,1,2,0.666666667,2,1,,,1,2,2,0.666666667,,,"3, 5",0,0,1,0,1,0,0,1,0,0,0,2,0.5,0.666666667,0.583333333,2,0.666666667,2,0.666666667,3,1,3,1,0.833333333,,,,,,,
73-B,Taiwanese,"Taipei City,Taiwan",全球暖化騙局,Conspiracy Theories,tw,zh-TW,tw,28.7.2022,11,https://www.rcec.sinica.edu.tw/upload/files/AC3_%E5%85%A8%E7%90%83%E6%9A%96%E5%8C%96%E6%98%AF%E5%80%8B%E5%A4%A7%E9%A8%99%E5%B1%80_%E7%A7%91%E5%AD%B8%E4%BA%BA-200709.pdf,31.8.2022,1,5,8,2,0.5,3,1,2,1,,,1,2,2,0.666666667,,,"3, 4, 5, 6, 7, 8, 9",0,0,1,1,1,1,1,1,1,3,1,4,1,0.875,0.833333333,3,1,3,1,3,1,3,1,1,,,,,,,
73-B,Taiwanese,"Taipei City,Taiwan",全球暖化騙局,Conspiracy Theories,tw,zh-TW,tw,28.7.2022,12,https://www.master-insight.com/%E7%82%BA%E4%BB%80%E9%BA%BC%E6%9C%89%E4%BA%BA%E8%81%B2%E7%A8%B1%E5%85%A8%E7%90%83%E6%9A%96%E5%8C%96%E6%98%AF%E5%80%8B%E9%A8%99%E5%B1%80/,31.8.2022,1,1,11,3,0.75,3,1,2,1,,,2,,3,1,,,"4, 7",0,0,0,1,0,0,1,1,0,1,0.333333333,1,0.25,0.770833333,0.625,3,1,3,1,3,1,3,1,1,,,,,,,
73-B,Taiwanese,"Taipei City,Taiwan",全球暖化騙局,Conspiracy Theories,tw,zh-TW,tw,28.7.2022,13,https://pansci.asia/archives/12372,31.8.2022,1,5,7,3,0.75,3,1,2,1,,,2,,3,1,,,"5, 9",0,0,0,0,1,0,0,1,1,1,0.333333333,1,0.25,0.770833333,0.625,1,0.333333333,1,0.333333333,3,1,3,1,0.666666667,,,,,,,
73-B,Taiwanese,"Taipei City,Taiwan",全球暖化騙局,Conspiracy Theories,tw,zh-TW,tw,28.7.2022,14,https://www.wikiwand.com/zh/%E5%85%A8%E7%90%83%E6%9A%96%E5%8C%96%E5%A4%A7%E9%A8%99%E5%B1%80,31.8.2022,3,1,10,4,1,2,0.666666667,2,1,,,2,,3,1,,,"3, 4, 2006",0,0,1,1,0,1,0,1,0,0,0,3,0.75,0.666666667,0.875,2,0.666666667,3,1,3,1,3,1,0.916666667,,,,,,,
74-B,Taiwanese,"Taipei City,Taiwan",氣候變遷騙局,Conspiracy Theories,tw,zh-TW,tw,28.7.2022,1,https://zh.wikipedia.org/zh-tw/%E5%85%A8%E7%90%83%E6%9A%96%E5%8C%96%E5%A4%A7%E9%A8%99%E5%B1%80,31.8.2022,1,1,10,4,1,2,0.666666667,2,1,,,2,,3,1,,,"6, 9",0,0,0,0,0,1,0,1,1,1,0.333333333,1,0.25,0.75,0.625,2,0.666666667,3,1,2,0.666666667,3,1,0.833333333,,,,,,,
74-B,Taiwanese,"Taipei City,Taiwan",氣候變遷騙局,Conspiracy Theories,tw,zh-TW,tw,28.7.2022,2,https://zh.m.wikipedia.org/zh-hant/%E5%85%A8%E7%90%83%E6%9A%96%E5%8C%96%E5%A4%A7%E9%A8%99%E5%B1%80,31.8.2022,1,1,10,4,1,2,0.666666667,2,1,,,2,,3,1,,,"6, 8, 2009",0,0,0,0,0,1,0,1,1,2,0.666666667,1,0.25,0.833333333,0.625,2,0.666666667,3,1,2,0.666666667,3,1,0.833333333,,,,,,,
74-B,Taiwanese,"Taipei City,Taiwan",氣候變遷騙局,Conspiracy Theories,tw,zh-TW,tw,28.7.2022,3,https://www.epochweekly.com/b5/012/2875.htm,31.8.2022,1,1,11,2,0.5,2,0.666666667,2,1,,,2,,3,1,,,"6, 9",0,0,0,0,0,1,0,1,1,1,0.333333333,1,0.25,0.625,0.625,2,0.666666667,3,1,3,1,3,1,0.916666667,,,,,,,
74-B,Taiwanese,"Taipei City,Taiwan",氣候變遷騙局,Conspiracy Theories,tw,zh-TW,tw,28.7.2022,4,https://www.master-insight.com/%E7%82%BA%E4%BB%80%E9%BA%BC%E6%9C%89%E4%BA%BA%E8%81%B2%E7%A8%B1%E5%85%A8%E7%90%83%E6%9A%96%E5%8C%96%E6%98%AF%E5%80%8B%E9%A8%99%E5%B1%80/,31.8.2022,1,5,11,3,0.75,3,1,2,1,,,2,,3,1,,,5,0,0,0,0,1,0,0,1,0,0,0,1,0.25,0.6875,0.625,3,1,3,1,3,1,3,1,1,,,,,,,
74-B,Taiwanese,"Taipei City,Taiwan",氣候變遷騙局,Conspiracy Theories,tw,zh-TW,tw,28.7.2022,5,https://www.rcec.sinica.edu.tw/upload/files/AC3_%E5%85%A8%E7%90%83%E6%9A%96%E5%8C%96%E6%98%AF%E5%80%8B%E5%A4%A7%E9%A8%99%E5%B1%80_%E7%A7%91%E5%AD%B8%E4%BA%BA-200709.pdf,31.8.2022,1,5,8,2,0.5,3,1,2,1,,,1,2,3,1,,,"5, 9",0,0,0,0,1,0,0,1,1,1,0.333333333,1,0.25,0.708333333,0.625,3,1,3,1,3,1,3,1,1,,,,,,,
74-B,Taiwanese,"Taipei City,Taiwan",氣候變遷騙局,Conspiracy Theories,tw,zh-TW,tw,28.7.2022,6,https://pansci.asia/archives/12372,31.8.2022,1,1,7,3,0.75,3,1,2,1,,,2,,3,1,,,"4, 7",0,0,0,1,0,0,1,1,0,1,0.333333333,1,0.25,0.770833333,0.625,1,0.333333333,1,0.333333333,3,1,3,1,0.666666667,,,,,,,
74-B,Taiwanese,"Taipei City,Taiwan",氣候變遷騙局,Conspiracy Theories,tw,zh-TW,tw,28.7.2022,7,https://www.storm.mg/lifestyle/1796805?page=1,31.8.2022,1,1,11,4,1,2,0.666666667,2,1,,,2,,3,1,,,"3, 4, 2006",0,0,1,1,0,1,0,1,0,0,0,3,0.75,0.666666667,0.875,3,1,1,0.333333333,3,1,3,1,0.833333333,,,,,,,
74-B,Taiwanese,"Taipei City,Taiwan",氣候變遷騙局,Conspiracy Theories,tw,zh-TW,tw,28.7.2022,8,https://news.ltn.com.tw/news/world/breakingnews/2581044,31.8.2022,1,5,11,4,1,2,0.666666667,2,1,,,2,,3,1,,,"5, 6, 2007",0,0,0,0,1,1,1,1,0,1,0.333333333,2,0.5,0.75,0.75,2,0.666666667,2,0.666666667,2,0.666666667,3,1,0.75,,,,,,,
74-B,Taiwanese,"Taipei City,Taiwan",氣候變遷騙局,Conspiracy Theories,tw,zh-TW,tw,28.7.2022,9,https://news.tvbs.com.tw/world/861687,31.8.2022,1,1,11,4,1,2,0.666666667,2,1,,,2,,3,1,,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.666666667,0.5,2,0.666666667,1,0.333333333,1,0.333333333,3,1,0.583333333,,,,,,,
74-B,Taiwanese,"Taipei City,Taiwan",氣候變遷騙局,Conspiracy Theories,tw,zh-TW,tw,28.7.2022,10,https://tw.news.yahoo.com/%E5%B7%9D%E6%99%AE%E9%AC%86%E5%8F%A3%E6%89%BF%E8%AA%8D%E6%B0%A3%E5%80%99%E8%AE%8A%E9%81%B7%E9%9D%9E%E9%A8%99%E5%B1%80-%E4%BD%86%E8%AA%8D%E7%82%BA%E8%AE%8A%E9%81%B7%E5%8F%AF%E9%80%86%E8%BD%89-102000305.html,31.8.2022,1,5,11,4,1,2,0.666666667,2,1,,,2,,3,1,,,5,0,0,0,0,1,0,0,1,0,0,0,1,0.25,0.666666667,0.625,1,0.333333333,1,0.333333333,3,1,3,1,0.666666667,,,,,,,
77-B,Taiwanese,"Taipei City,Taiwan",疫苗自閉症,Conspiracy Theories,tw,zh-TW,tw,28.7.2022,1,https://opinion.udn.com/opinion/story/11664/5669045,31.8.2022,1,5,11,4,1,2,0.666666667,2,1,,,1,2,2,0.666666667,,,"3, 5",0,0,1,0,1,0,0,1,0,0,0,2,0.5,0.666666667,0.583333333,3,1,3,1,3,1,3,1,1,,,,,,,
77-B,Taiwanese,"Taipei City,Taiwan",疫苗自閉症,Conspiracy Theories,tw,zh-TW,tw,28.7.2022,2,https://www.commonhealth.com.tw/article/61800,31.8.2022,1,5,9,3,0.75,2,0.666666667,2,1,,,2,,3,1,,,"3, 5, 8, 9",0,0,1,0,1,0,0,1,1,2,0.666666667,2,0.5,0.770833333,0.75,3,1,1,0.333333333,2,0.666666667,3,1,0.75,,,,,,,
77-B,Taiwanese,"Taipei City,Taiwan",疫苗自閉症,Conspiracy Theories,tw,zh-TW,tw,28.7.2022,3,https://www.typc.mohw.gov.tw/?aid=509&pid=42&page_name=detail&iid=672,31.8.2022,1,1,1,4,1,2,0.666666667,2,1,,,1,1,1,0.333333333,,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.666666667,0.166666667,2,0.666666667,3,1,3,1,3,1,0.916666667,,,,,,,
77-B,Taiwanese,"Taipei City,Taiwan",疫苗自閉症,Conspiracy Theories,tw,zh-TW,tw,28.7.2022,4,http://www.tocureautism.org/zh-hant/our-publications/2010/2010-2,31.8.2022,1,1,9,1,0.25,3,1,2,1,,,1,1,1,0.333333333,,,"6,7,9",0,0,0,0,0,1,1,1,1,2,0.666666667,1,0.25,0.729166667,0.291666667,2,0.666666667,3,1,2,0.666666667,3,1,0.833333333,,,,,,,
77-B,Taiwanese,"Taipei City,Taiwan",疫苗自閉症,Conspiracy Theories,tw,zh-TW,tw,28.7.2022,5,https://www.sohu.com/a/458583533_114988,31.8.2022,1,1,11,4,1,2,0.666666667,1,0.5,,,1,1,1,0.333333333,,,"6, 7",0,0,0,0,0,1,1,1,0,1,0.333333333,1,0.25,0.625,0.291666667,2,0.666666667,1,0.333333333,3,1,3,1,0.75,,,,,,,
77-B,Taiwanese,"Taipei City,Taiwan",疫苗自閉症,Conspiracy Theories,tw,zh-TW,tw,28.7.2022,6,http://www.inmediahk.net/%E7%94%9F%E6%B4%BB/%E7%96%AB%E8%8B%97%E8%88%87%E8%87%AA%E9%96%89%E7%97%87%EF%BC%88%E4%B8%80%EF%BC%89,31.8.2022,1,5,11,3,0.75,1,0.333333333,2,1,,,1,2,2,0.666666667,,,"3, 5, 2009",0,0,1,0,1,0,0,1,1,1,0.333333333,2,0.5,0.604166667,0.583333333,3,1,3,1,3,1,3,1,1,,,,,,,
77-B,Taiwanese,"Taipei City,Taiwan",疫苗自閉症,Conspiracy Theories,tw,zh-TW,tw,28.7.2022,8,https://pansci.asia/archives/190029,31.8.2022,1,5,7,4,1,2,0.666666667,2,1,,,1,1,1,0.333333333,,,"4, 5, 6, 8, 9",0,0,0,1,1,1,0,1,1,2,0.666666667,3,0.75,0.833333333,0.541666667,1,0.333333333,1,0.333333333,3,1,3,1,0.666666667,,,,,,,
77-B,Taiwanese,"Taipei City,Taiwan",疫苗自閉症,Conspiracy Theories,tw,zh-TW,tw,28.7.2022,9,https://vp.fact.qq.com/article?id=1d962c5a42039975f76b8926054a19c4,31.8.2022,3,1,15,4,1,2,0.666666667,2,1,,,2,,3,1,,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.666666667,0.5,3,1,3,1,3,1,3,1,1,,,,,,,
77-B,Taiwanese,"Taipei City,Taiwan",疫苗自閉症,Conspiracy Theories,tw,zh-TW,tw,28.7.2022,10,https://www.youtube.com/watch?v=q5doqWKxG_M,31.8.2022,1,3,14,4,1,2,0.666666667,1,0.5,,,2,,3,1,,,"3, 4, 5, 6, 8, 9",0,0,1,1,1,1,0,1,1,2,0.666666667,4,1,0.708333333,1,2,0.666666667,2,0.666666667,2,0.666666667,2,0.666666667,0.666666667,,,,,,,
79-B,Taiwanese,"Taipei City,Taiwan",地平說,Conspiracy Theories,tw,zh-TW,tw,28.7.2022,1,https://zh.wikipedia.org/wiki/%E5%9C%B0%E5%B9%B3%E8%AA%AA,31.8.2022,1,5,10,4,1,2,0.666666667,2,1,,,1,2,2,0.666666667,,,"3, 5, 7, 8, 9",0,0,1,0,1,0,1,1,1,3,1,2,0.5,0.916666667,0.583333333,2,0.666666667,3,1,3,1,3,1,0.916666667,,,,,,,
79-B,Taiwanese,"Taipei City,Taiwan",地平說,Conspiracy Theories,tw,zh-TW,tw,28.7.2022,2,https://zh.wikipedia.org/zh-hk/%E5%9C%B0%E5%B9%B3%E8%AA%AA,31.8.2022,1,5,10,4,1,2,0.666666667,2,1,,,1,2,2,0.666666667,,,"3,5",0,0,1,0,1,0,0,1,0,0,0,2,0.5,0.666666667,0.583333333,2,0.666666667,3,1,3,1,3,1,0.916666667,,,,,,,
79-B,Taiwanese,"Taipei City,Taiwan",地平說,Conspiracy Theories,tw,zh-TW,tw,28.7.2022,3,https://www.youtube.com/watch?v=rDT45Z5Y9e8,31.8.2022,1,3,14,4,1,2,0.666666667,2,1,,,1,2,2,0.666666667,,,"5, 6, 8, 9",0,0,0,0,1,1,0,1,1,2,0.666666667,2,0.5,0.833333333,0.583333333,3,1,2,0.666666667,3,1,3,1,0.916666667,,,,,,,
79-B,Taiwanese,"Taipei City,Taiwan",地平說,Conspiracy Theories,tw,zh-TW,tw,28.7.2022,4,https://www.youtube.com/watch?v=hDYdvCI4QLY,31.8.2022,3,3,14,4,1,2,0.666666667,2,1,,,1,2,2,0.666666667,,,"5, 6, 8, 9",0,0,0,0,1,1,0,1,1,2,0.666666667,2,0.5,0.833333333,0.583333333,3,1,3,1,3,1,3,1,1,,,,,,,
79-B,Taiwanese,"Taipei City,Taiwan",地平說,Conspiracy Theories,tw,zh-TW,tw,28.7.2022,5,https://www.youtube.com/watch?v=x96-Av49Lj8,31.8.2022,1,3,14,4,1,2,0.666666667,2,1,,,2,,3,1,,,"3, 5, 2006",0,0,1,0,1,1,0,1,0,0,0,3,0.75,0.666666667,0.875,2,0.666666667,3,1,3,1,3,1,0.916666667,,,,,,,
79-B,Taiwanese,"Taipei City,Taiwan",地平說,Conspiracy Theories,tw,zh-TW,tw,28.7.2022,6,https://www.hk01.com/%E7%86%B1%E7%88%86%E8%A9%B1%E9%A1%8C/705263/%E5%9C%B0%E7%90%83%E6%98%AF%E5%9C%93%E7%9A%84-%E6%81%90%E6%98%AF%E4%B8%96%E7%B4%80%E5%A4%A7%E8%AC%8A%E8%A8%80-%E7%B6%B2%E5%82%B3%E8%81%AF%E5%90%88%E5%9C%8B%E6%A8%99%E8%AA%8C%E6%9A%97%E8%97%8F%E7%9C%9F%E6%AD%A3%E4%B8%96%E7%95%8C%E5%9C%B0%E5%9C%96,31.8.2022,1,5,11,4,1,2,0.666666667,2,1,,,1,2,2,0.666666667,,,"3, 5, 6, 8, 9",0,0,1,0,1,1,0,1,1,2,0.666666667,3,0.75,0.833333333,0.708333333,3,1,1,0.333333333,1,0.333333333,3,1,0.666666667,,,,,,,
79-B,Taiwanese,"Taipei City,Taiwan",地平說,Conspiracy Theories,tw,zh-TW,tw,28.7.2022,7,https://pansci.asia/archives/316050,31.8.2022,1,5,11,4,1,2,0.666666667,2,1,,,1,2,2,0.666666667,,,"3, 5, 2006",0,0,1,0,1,1,0,1,0,0,0,3,0.75,0.666666667,0.708333333,3,1,3,1,3,1,3,1,1,,,,,,,
79-B,Taiwanese,"Taipei City,Taiwan",地平說,Conspiracy Theories,tw,zh-TW,tw,28.7.2022,8,https://www.zhihu.com/question/264814374,31.8.2022,1,5,15,4,1,2,0.666666667,1,0.5,,,1,2,2,0.666666667,,,"5, 6",0,0,0,0,1,1,0,1,0,0,0,2,0.5,0.541666667,0.583333333,2,0.666666667,2,0.666666667,2,0.666666667,3,1,0.75,,,,,,,
79-B,Taiwanese,"Taipei City,Taiwan",地平說,Conspiracy Theories,tw,zh-TW,tw,28.7.2022,9,https://www.zhihu.com/question/65365887,31.8.2022,1,5,15,4,1,2,0.666666667,1,0.5,,,1,2,2,0.666666667,,,"3, 5, 8, 9",0,0,1,0,1,0,0,1,1,2,0.666666667,2,0.5,0.708333333,0.583333333,2,0.666666667,2,0.666666667,2,0.666666667,3,1,0.75,,,,,,,
79-B,Taiwanese,"Taipei City,Taiwan",地平說,Conspiracy Theories,tw,zh-TW,tw,28.7.2022,10,https://www.thenewslens.com/article/116488,31.8.2022,3,5,11,4,1,2,0.666666667,2,1,,,2,,3,1,,,"5, 6",0,0,0,0,1,1,0,1,0,0,0,2,0.5,0.666666667,0.75,3,1,2,0.666666667,3,1,3,1,0.916666667,,,,,,,
79-B,Taiwanese,"Taipei City,Taiwan",地平說,Conspiracy Theories,tw,zh-TW,tw,28.7.2022,11,https://www.facebook.com/%E9%A6%99%E6%B8%AF%E5%9C%B0%E5%B9%B3%E8%AA%AA%E5%AD%B8%E6%9C%83-109014103906200/,31.8.2022,1,5,14,4,1,1,0.333333333,1,0.5,,,2,,3,1,,,"3, 4, 5, 6",0,0,1,1,1,1,0,1,0,0,0,4,1,0.458333333,1,1,0.333333333,1,0.333333333,1,0.333333333,3,1,0.5,,,,,,,
80-B,Taiwanese,"Taipei City,Taiwan",登月騙局,Conspiracy Theories,tw,zh-TW,tw,28.7.2022,1,https://zh.wikipedia.org/wiki/%E9%98%BF%E6%B3%A2%E7%BD%97%E7%99%BB%E6%9C%88%E8%AE%A1%E5%88%92%E9%98%B4%E8%B0%8B%E8%AE%BA,31.8.2022,1,5,10,4,1,2,0.666666667,2,1,,,1,2,2,0.666666667,,,5,0,0,0,0,1,0,0,1,0,0,0,1,0.25,0.666666667,0.458333333,2,0.666666667,3,1,3,1,3,1,0.916666667,,,,,,,
80-B,Taiwanese,"Taipei City,Taiwan",登月騙局,Conspiracy Theories,tw,zh-TW,tw,28.7.2022,2,https://zh.wikipedia.org/zh-hans/%E9%98%BF%E6%B3%A2%E7%BD%97%E7%99%BB%E6%9C%88%E8%AE%A1%E5%88%92%E9%98%B4%E8%B0%8B%E8%AE%BA,31.8.2022,1,5,10,4,1,2,0.666666667,2,1,,,1,2,2,0.666666667,,,"3, 5",0,0,1,0,1,0,0,1,0,0,0,2,0.5,0.666666667,0.583333333,2,0.666666667,3,1,3,1,3,1,0.916666667,,,,,,,
80-B,Taiwanese,"Taipei City,Taiwan",登月騙局,Conspiracy Theories,tw,zh-TW,tw,28.7.2022,3,https://www.orangenews.hk/columns/1128254/%E3%80%90%E5%91%A8%E9%A1%AF%E5%B0%88%E6%AC%84%E3%80%91%E7%BE%8E%E5%9C%8B%E7%99%BB%E6%9C%88%E9%A8%99%E5%B1%80%E7%9A%84%E6%9C%80%E6%96%B0%E5%88%86%E6%9E%90.jhtml,31.8.2022,1,5,11,4,1,2,0.666666667,1,0.5,,,2,,3,1,,,"5, 6, 8, 9",0,0,0,0,1,1,0,1,1,2,0.666666667,2,0.5,0.708333333,0.75,1,0.333333333,1,0.333333333,1,0.333333333,3,1,0.5,,,,,,,
80-B,Taiwanese,"Taipei City,Taiwan",登月騙局,Conspiracy Theories,tw,zh-TW,tw,28.7.2022,4,https://www.163.com/dy/article/GRJ0OP8I0552E2LQ.html,31.8.2022,3,5,11,4,1,2,0.666666667,2,1,,,2,,3,1,,,"5, 6, 8, 9",0,0,0,0,1,1,0,1,1,2,0.666666667,2,0.5,0.833333333,0.75,3,1,1,0.333333333,2,0.666666667,3,1,0.75,,,,,,,
80-B,Taiwanese,"Taipei City,Taiwan",登月騙局,Conspiracy Theories,tw,zh-TW,tw,28.7.2022,5,https://www.zhihu.com/question/277442367,31.8.2022,3,5,15,4,1,2,0.666666667,2,1,,,1,2,3,1,,,"3, 5",0,0,1,0,1,0,0,1,0,0,0,2,0.5,0.666666667,0.75,2,0.666666667,2,0.666666667,2,0.666666667,3,1,0.75,,,,,,,
80-B,Taiwanese,"Taipei City,Taiwan",登月騙局,Conspiracy Theories,tw,zh-TW,tw,28.7.2022,9,http://www.xinhuanet.com//science/2017-04/07/c_136187610.htm,31.8.2022,1,5,2,3,0.75,2,0.666666667,2,1,,,2,,3,1,,,5,0,0,0,0,1,0,0,1,0,0,0,1,0.25,0.604166667,0.625,1,0.333333333,2,0.666666667,3,1,3,1,0.75,,,,,,,
80-B,Taiwanese,"Taipei City,Taiwan",登月騙局,Conspiracy Theories,tw,zh-TW,tw,28.7.2022,10,https://www.lcsd.gov.hk/CE/Museum/Space/archive/FAQ/moon/c_faq_moon_10.htm,31.8.2022,1,5,7,2,0.5,2,0.666666667,2,1,,,2,,3,1,,,"5, 7",0,0,0,0,1,0,1,1,0,1,0.333333333,1,0.25,0.625,0.625,3,1,2,0.666666667,3,1,3,1,0.916666667,,,,,,,
73-B,Indonesian,"Central Jakarta,Jakarta,Indonesia",Pemanasan global hoax,Conspiracy Theories,id,id,id,28.7.2022,1,https://www.merdeka.com/teknologi/7-pernyataan-donald-trump-sebut-pemanasan-global-hanya-hoax.html,01.9.2022,1,5,11,3,0.75,2,0.666666667,2,1,,,2,,3,1,,,"3,5,6",0,0,1,0,1,1,0,1,0,0,0,3,0.75,0.604166667,0.875,3,1,3,1,3,1,3,1,1,,,,,,,
73-B,Indonesian,"Central Jakarta,Jakarta,Indonesia",Pemanasan global hoax,Conspiracy Theories,id,id,id,28.7.2022,2,https://www.youtube.com/watch?v=R_oXiOUtDGY,01.9.2022,1,3,14,4,1,2,0.666666667,2,1,,,2,,3,1,,,5,0,0,0,0,1,0,0,1,0,0,0,1,0.25,0.666666667,0.625,3,1,3,1,3,1,3,1,1,,,,,,,
73-B,Indonesian,"Central Jakarta,Jakarta,Indonesia",Pemanasan global hoax,Conspiracy Theories,id,id,id,28.7.2022,3,https://www.hoaxes.id/global-warming-ternyata-hoax/,01.9.2022,1,5,15,3,0.75,2,0.666666667,2,1,,,2,,3,1,,,"3,4,5,6,7",0,0,1,1,1,1,1,1,0,1,0.333333333,4,1,0.6875,1,3,1,3,1,3,1,3,1,1,,,,,,,
73-B,Indonesian,"Central Jakarta,Jakarta,Indonesia",Pemanasan global hoax,Conspiracy Theories,id,id,id,28.7.2022,4,https://kokbisa.id/apakah-pemanasan-global-itu-hoax,01.9.2022,1,5,7,4,1,2,0.666666667,2,1,,,2,,3,1,,,5,0,0,0,0,1,0,0,1,0,0,0,1,0.25,0.666666667,0.625,3,1,3,1,3,1,3,1,1,,,,,,,
73-B,Indonesian,"Central Jakarta,Jakarta,Indonesia",Pemanasan global hoax,Conspiracy Theories,id,id,id,28.7.2022,5,https://kumparan.com/lulu-fitri/simak-ini-dia-fakta-perubahan-iklim-yang-katanya-hoax,01.9.2022,1,5,11,4,1,2,0.666666667,2,1,,,2,,3,1,,,3.5,0,0,1,0,1,0,0,1,0,0,0,2,0.5,0.666666667,0.75,3,1,3,1,3,1,3,1,1,,,,,,,
73-B,Indonesian,"Central Jakarta,Jakarta,Indonesia",Pemanasan global hoax,Conspiracy Theories,id,id,id,28.7.2022,6,https://www.itb.ac.id/berita/detail/58747/pentingnya-pemahaman-mengenai-cuaca-ekstrem-indonesia-kepada-masyarakat-agar-tidak-terpapar-hoax,01.9.2022,1,5,5,4,1,2,0.666666667,2,1,,,2,,3,1,,,5,0,0,0,0,1,0,0,1,0,0,0,1,0.25,0.666666667,0.625,3,1,3,1,3,1,3,1,1,,,,,,,
